Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,19,CS,83.12,80.07,94.32,84.3,52.18,78.0,96.22,86.21950000000001,B,5.0,Yes,Yes,Bachelor's,1,10,7.6
Female,24,Business,66.39,43.53,57.85,53.89,99.02,81.30000000000001,82.27,67.7235,D,28.5,Yes,Yes,Bachelor's,1,10,6.1
Male,24,Business,68.8,71.77,44.44,83.12,83.32,89.2,81.24,71.5075,C,15.8,No,Yes,High School,2,5,7.0
Female,22,Engineering,94.85,42.7,68.84,95.04,95.09,90.1,88.49,78.432,C,7.1,No,Yes,Master's,1,9,6.5
Female,23,Business,50.86,41.75,57.91,98.47,99.95,5.300000000000001,63.39,64.7875,D,9.1,No,Yes,PhD,3,1,8.0
Male,21,Business,84.94,76.78,65.03,60.83,69.6,12.3,79.79,68.411,D,13.1,Yes,No,Bachelor's,1,5,4.3
Male,21,Engineering,97.74,58.2,79.9,87.44,62.74,82.6,75.97,75.016,C,18.8,No,Yes,High School,2,3,8.1
Male,22,Mathematics,85.31,84.55,52.59,96.32,59.19,94.6,71.92,72.503,C,22.6,No,No,Bachelor's,3,8,8.9
Male,21,Engineering,99.7,93.76,61.42,54.57,75.76,30.8,53.97,62.9115,D,12.7,Yes,No,PhD,1,7,6.1
Female,23,Engineering,84.38,48.36,86.95,70.7,80.3,0.8999999999999999,64.63,67.0605,D,28.9,Yes,No,Bachelor's,2,1,5.0
Female,20,CS,51.72,83.47,78.63,95.97,73.62,32.3,64.0,74.7505,C,24.0,No,No,High School,3,9,4.5
Male,18,CS,91.35,70.87,59.58,60.14,69.36,38.3,86.21,69.2605,D,25.6,No,Yes,High School,2,5,5.7
Male,18,Engineering,64.23,46.73,79.86,96.69,58.41,76.10000000000001,96.03,79.93299999999999,C,13.1,Yes,No,Bachelor's,2,1,4.7
Female,18,CS,72.3,79.1,85.92,76.36,72.09,4.8,61.54,70.71000000000001,C,14.5,No,Yes,PhD,2,1,5.1
Male,20,Engineering,65.6,76.57,75.55,54.99,54.26,21.3,53.73,61.2315,D,18.5,No,No,High School,3,8,7.3
Male,21,CS,63.43,70.94,54.37,72.49,93.25,89.39999999999999,100.0,78.902,C,16.3,Yes,No,Master's,3,3,6.1
Male,22,Business,71.57,95.59,40.01,66.31,52.35,15.5,84.56,65.6655,D,11.5,Yes,Yes,High School,3,9,8.5
Male,24,CS,68.94,71.26,88.17,64.11,69.03,75.9,94.32,81.342,B,29.9,Yes,Yes,,2,8,6.3
Female,19,CS,81.67,99.43,89.36,77.07,55.01,36.1,57.19,73.27799999999999,C,26.2,Yes,Yes,Bachelor's,3,6,4.8
Female,21,Business,90.66,70.55,81.86,74.18,88.75,66.3,90.04,81.3765,B,10.9,Yes,No,Master's,1,6,4.7
Male,20,Engineering,64.85,46.95,44.59,74.1,65.64,7.4,90.67,63.44,D,27.3,Yes,Yes,PhD,1,5,7.5
Female,23,CS,60.69,68.23,75.11,54.41,55.66,28.700000000000003,57.57,61.4455,D,19.7,No,Yes,Master's,2,2,7.2
Male,20,CS,83.34,50.94,89.26,90.12,76.57,42.5,58.07,70.67699999999999,C,5.3,No,Yes,High School,3,6,7.5
Male,24,Business,83.52,75.83,63.38,74.07,95.81,85.7,64.77,71.627,C,13.7,No,No,High School,2,8,5.7
Male,18,Business,95.06,81.59,51.88,91.05,95.43,56.3,60.84,69.476,D,5.6,No,No,,2,6,8.6
Female,21,Business,50.8,68.11,75.26,91.23,62.48,4.5,98.77,78.82,C,7.2,Yes,No,Master's,3,7,4.6
Female,24,Mathematics,92.65,45.86,89.58,65.86,85.98,80.19999999999999,68.15,72.20599999999999,C,9.5,No,Yes,High School,2,2,4.2
Female,18,Business,76.05,68.12,42.93,50.22,51.51,5.5,88.07,60.3305,D,17.1,Yes,No,PhD,3,2,7.7
Female,19,Engineering,81.07,44.89,75.82,95.56,56.59,93.4,90.25,77.42649999999999,C,14.5,Yes,No,PhD,2,3,7.4
Female,23,CS,54.57,80.93,78.59,88.03,74.97,21.200000000000003,69.3,74.33850000000001,C,8.7,Yes,Yes,Master's,3,10,6.5
Male,18,CS,71.63,87.42,76.14,55.36,61.44,48.8,84.13,74.27499999999999,C,14.9,No,Yes,Master's,2,7,4.2
Male,19,Mathematics,61.37,97.74,79.0,85.09,89.91,7.199999999999999,55.39,73.1425,C,12.6,No,Yes,,1,8,4.6
Female,20,CS,62.71,48.93,77.88,51.0,96.55,56.2,69.85,67.87950000000001,D,15.3,Yes,Yes,Master's,1,4,5.0
Female,18,CS,75.2,71.95,47.82,51.39,50.22,49.7,98.37,67.474,D,9.3,Yes,No,PhD,2,10,7.2
Female,18,Engineering,90.62,74.05,54.1,76.29,61.65,41.0,58.43,61.81999999999999,D,20.2,No,Yes,Master's,2,6,7.3
Male,22,CS,87.19,95.35,77.14,54.8,71.98,3.6,69.29,69.9725,D,6.1,No,Yes,High School,1,9,7.4
Female,23,Engineering,79.55,77.64,41.06,98.22,78.15,87.89999999999999,89.53,75.713,C,14.7,Yes,Yes,High School,1,7,8.0
Male,23,Mathematics,76.97,48.73,78.08,94.69,95.8,80.3,83.27,79.609,C,27.4,No,No,Master's,1,4,4.1
Male,24,Engineering,71.37,66.18,79.92,82.49,94.59,63.3,81.58,79.3785,C,15.5,Yes,No,Bachelor's,2,8,7.2
Female,20,Business,98.64,79.29,54.35,53.19,81.86,57.2,92.66,72.3035,C,16.0,Yes,Yes,Master's,1,8,5.3
Male,22,Business,78.01,82.02,75.89,66.24,62.87,69.5,51.45,66.4085,D,6.7,Yes,Yes,,2,7,6.9
Male,24,Mathematics,62.7,91.78,72.05,68.59,89.16,14.4,88.56,78.27199999999999,C,20.1,No,No,PhD,3,5,7.7
Female,19,CS,61.5,50.83,55.64,74.04,60.13,93.3,94.13,71.5575,C,28.4,No,Yes,PhD,2,10,7.6
Male,24,Engineering,80.57,97.09,67.78,58.45,98.26,28.5,50.81,66.77,D,12.3,Yes,Yes,Master's,2,10,5.4
Female,19,Business,76.14,43.55,94.58,78.88,50.29,65.6,77.95,73.7035,C,14.8,No,Yes,Bachelor's,2,6,5.8
Male,20,Engineering,50.38,99.03,65.6,71.79,78.49,60.7,67.43,73.136,C,19.7,Yes,Yes,PhD,1,10,8.6
Female,23,Business,91.5,91.47,77.79,97.36,54.42,63.7,52.54,72.161,C,7.3,No,Yes,Bachelor's,2,3,8.2
Female,19,Engineering,85.21,79.62,42.12,96.81,70.38,87.89999999999999,70.89,69.69449999999999,D,28.8,Yes,No,PhD,3,3,5.3
Male,20,CS,83.09,84.1,44.67,78.27,81.75,29.6,82.2,69.838,D,16.7,Yes,No,High School,2,4,6.9
Female,24,Mathematics,53.44,44.36,44.88,82.22,84.48,74.9,95.95,71.185,C,7.9,No,No,,3,2,4.5
Male,19,CS,68.1,42.49,86.69,56.89,89.28,59.8,81.03,72.8065,C,13.4,Yes,No,PhD,2,6,7.3
Male,21,Engineering,96.77,46.11,61.02,61.17,79.67,7.6,92.84,67.546,D,14.3,Yes,Yes,Master's,3,3,7.1
Female,18,Business,93.13,45.24,53.66,95.04,62.57,41.4,56.08,59.608,F,13.6,Yes,No,High School,3,2,5.3
Male,24,Business,64.28,72.84,84.84,84.96,94.46,83.80000000000001,60.53,76.675,C,22.3,No,No,Bachelor's,1,9,6.1
Female,23,Mathematics,57.85,52.93,50.2,59.47,90.56,31.5,98.51,69.594,D,13.6,Yes,No,,3,1,7.9
Male,24,CS,72.45,91.61,54.79,78.51,58.0,48.2,94.37,75.7365,C,13.1,No,Yes,Bachelor's,2,4,5.3
Male,21,CS,67.79,66.74,65.86,96.74,91.33,48.9,61.76,71.09299999999999,C,13.1,Yes,No,Bachelor's,3,9,7.8
Female,20,CS,84.11,81.73,59.89,67.26,98.63,61.8,81.05,74.589,C,24.4,Yes,Yes,PhD,3,5,5.6
Male,20,Business,98.32,79.17,75.12,59.29,81.86,88.4,68.13,72.59400000000001,C,12.7,No,Yes,High School,3,6,8.2
Male,24,Mathematics,68.15,59.19,60.27,97.1,64.09,17.4,73.43,67.81899999999999,D,5.3,No,No,,1,4,4.2
Male,21,Business,53.11,54.59,63.58,73.06,80.33,50.5,93.04,73.5125,C,14.1,Yes,No,High School,2,10,5.3
Male,24,CS,94.88,60.55,91.77,70.86,67.13,42.400000000000006,86.79,77.524,C,12.0,Yes,Yes,High School,3,6,4.9
Male,18,Engineering,51.9,87.8,93.07,63.38,83.8,29.6,61.92,74.3805,C,27.7,Yes,No,PhD,2,7,8.5
Male,18,Business,97.64,75.18,89.66,94.58,77.24,92.0,65.8,79.943,C,16.9,Yes,No,Bachelor's,2,6,6.1
Male,22,Mathematics,83.23,55.21,91.89,92.28,96.47,0.8,64.49,74.13,C,10.9,No,Yes,High School,3,6,6.7
Male,19,CS,97.08,89.07,74.18,70.15,80.9,12.2,89.03,77.837,C,29.5,No,No,Bachelor's,1,3,5.2
Female,22,Engineering,59.98,43.29,78.77,51.53,60.7,73.3,74.5,66.0005,D,11.2,No,No,High School,1,8,4.6
Male,18,Business,52.03,81.95,73.43,72.33,86.26,26.3,97.54,80.7025,B,24.1,Yes,Yes,,2,8,7.0
Male,21,Engineering,74.41,66.35,87.14,59.04,65.04,72.30000000000001,90.83,77.9615,C,21.2,Yes,No,Master's,1,4,5.4
Female,19,Engineering,72.53,83.88,73.06,57.14,63.62,83.2,60.56,68.108,D,16.6,Yes,No,Master's,1,8,8.6
Female,21,Mathematics,66.57,95.65,46.66,69.65,69.59,25.5,89.3,71.48400000000001,C,15.1,Yes,No,Master's,3,9,6.4
Female,22,Business,97.88,85.0,88.57,54.95,50.6,19.2,75.3,71.745,C,26.8,No,No,PhD,1,5,4.7
Male,20,Mathematics,91.13,66.52,85.64,97.87,98.46,14.5,62.69,75.4465,C,16.9,Yes,Yes,PhD,3,3,4.1
Female,21,CS,83.08,49.06,89.22,52.38,76.62,20.0,68.17,66.634,D,14.4,No,Yes,Bachelor's,1,7,5.2
Female,22,Engineering,58.14,88.38,51.43,70.07,88.67,26.7,98.61,76.41,C,13.9,Yes,No,PhD,3,4,5.6
Male,22,Mathematics,86.72,67.64,56.3,58.14,62.89,86.89999999999999,74.2,65.836,D,11.9,No,No,Master's,2,8,5.0
Male,22,Mathematics,86.35,44.52,57.75,84.44,87.33,77.0,85.98,72.1585,C,15.2,No,Yes,PhD,2,3,5.8
Female,20,CS,71.25,83.14,70.48,53.94,78.36,0.2,73.85,68.18299999999999,D,8.0,Yes,No,Master's,3,1,8.4
Female,20,Business,96.24,57.51,48.03,77.34,71.21,87.4,68.58,64.3,D,6.6,Yes,No,High School,1,5,4.2
Male,24,Mathematics,58.35,42.93,63.12,88.66,98.53,7.9,89.82,72.7125,C,18.5,Yes,No,Master's,3,6,8.0
Male,20,Engineering,63.37,94.17,50.93,97.5,74.69,65.5,92.42,79.953,C,16.4,No,No,Master's,1,9,6.1
Male,19,Engineering,53.16,68.99,55.89,84.93,82.87,15.1,53.59,62.1795,D,9.3,No,No,,1,3,8.5
Male,20,Engineering,89.77,56.86,82.38,54.97,50.77,6.2,63.95,61.941500000000005,D,7.7,No,No,,2,6,7.3
Male,20,Engineering,81.09,82.98,91.29,54.43,65.07,76.0,75.39,76.35799999999999,C,8.6,Yes,Yes,,2,8,4.8
Female,20,Mathematics,65.75,93.15,41.37,86.58,94.43,46.7,65.82,68.82600000000001,D,12.9,Yes,No,,1,10,8.8
Male,21,Engineering,58.19,40.02,73.95,60.77,87.95,59.900000000000006,89.18,72.15,C,16.3,Yes,Yes,Master's,3,4,4.8
Male,20,Mathematics,52.01,81.27,42.16,72.36,76.84,42.5,55.74,60.1155,D,9.8,No,No,Bachelor's,3,10,5.7
Male,19,Business,58.34,86.02,45.11,98.83,95.01,6.7,89.89,75.80799999999999,C,23.9,No,Yes,,1,10,8.9
Male,22,Engineering,72.66,52.6,82.31,91.0,74.31,74.0,80.89,77.5155,C,9.8,No,No,PhD,3,6,5.1
Male,21,Business,62.36,69.38,84.14,92.33,78.33,82.0,64.47,76.5655,C,8.1,No,Yes,PhD,2,3,7.2
Female,18,Mathematics,62.95,45.36,88.84,93.04,69.11,4.1,67.22,70.252,C,29.9,Yes,No,PhD,1,10,8.9
Male,20,CS,93.78,84.8,68.45,80.98,81.0,37.6,59.14,69.70150000000001,D,16.2,Yes,No,Master's,3,9,7.4
Female,24,Business,75.76,90.85,91.59,87.2,65.95,55.7,62.63,77.774,C,9.3,Yes,No,High School,1,6,7.3
Male,24,Engineering,86.46,46.49,50.01,67.95,69.27,60.5,85.86,65.3785,D,27.4,Yes,No,High School,1,2,7.1
Female,22,CS,51.79,88.99,54.98,99.92,98.32,57.8,68.79,75.4405,C,10.8,No,No,,2,7,6.8
Female,22,Business,68.26,86.29,48.07,63.98,55.57,69.3,84.37,68.89099999999999,D,28.1,No,Yes,PhD,3,7,8.7
Male,21,Mathematics,73.96,60.81,87.85,79.5,55.26,96.7,75.71,76.083,C,8.0,No,No,,1,1,6.7
Male,24,Mathematics,59.32,81.42,53.72,64.1,52.17,39.1,57.26,59.60799999999999,F,26.0,No,Yes,Master's,1,4,7.3
Male,18,Mathematics,56.01,40.0,49.33,55.6,66.0,55.7,74.95,58.5425,F,9.6,No,No,PhD,3,1,7.7
Male,23,Business,93.52,95.91,77.39,78.38,69.91,69.9,87.82,82.323,B,28.5,No,No,,3,6,6.6
Male,24,Mathematics,96.97,73.02,44.62,67.67,54.73,59.2,64.88,60.1555,D,19.4,Yes,Yes,Bachelor's,3,5,8.4
Female,24,Business,53.94,77.22,42.69,79.16,77.46,38.7,82.4,68.5305,D,9.7,Yes,No,Master's,3,3,4.1
Male,19,Engineering,67.45,79.88,46.4,77.93,79.17,62.400000000000006,59.95,64.2935,D,26.1,No,Yes,Master's,1,9,6.0
Male,23,Engineering,97.91,73.68,40.01,77.11,87.55,65.0,56.78,61.66,D,14.8,No,Yes,Master's,3,9,7.1
Female,22,Business,54.16,91.41,81.82,56.17,98.8,58.5,68.01,75.8,C,23.3,Yes,No,Bachelor's,1,6,4.1
Male,23,Business,82.18,76.58,73.73,72.01,80.97,20.5,69.46,70.681,C,21.1,No,Yes,High School,1,6,8.7
Female,24,CS,98.61,94.47,52.59,90.6,55.58,50.6,88.05,75.411,C,22.9,No,Yes,High School,3,9,8.1
Male,22,Mathematics,98.91,74.94,53.98,65.76,54.43,88.4,73.0,66.363,D,13.6,Yes,Yes,Bachelor's,2,2,5.1
Female,23,Engineering,73.56,50.27,88.66,72.19,88.88,86.89999999999999,54.06,69.985,D,28.5,No,Yes,High School,2,1,5.7
Male,22,Engineering,58.14,94.81,70.11,74.69,82.52,75.1,81.7,79.46950000000001,C,19.0,Yes,No,Bachelor's,2,10,7.4
Female,22,CS,60.1,80.9,81.91,93.14,58.1,69.7,73.46,77.9165,C,6.9,Yes,No,,1,3,5.7
Female,21,Business,94.48,81.95,67.17,82.78,62.67,15.3,66.58,68.50800000000001,D,6.7,No,No,Bachelor's,1,8,8.3
Male,18,Business,95.58,99.13,54.26,55.01,87.51,45.9,90.11,74.765,C,23.5,Yes,Yes,High School,2,2,5.2
Male,22,CS,80.39,44.51,98.22,93.26,78.31,11.1,57.72,70.9225,C,26.2,Yes,Yes,Bachelor's,3,8,8.1
Male,19,Mathematics,88.31,65.72,73.94,91.6,79.25,81.7,95.66,82.791,B,22.4,No,No,Bachelor's,1,10,6.3
Female,24,Business,87.0,54.35,47.86,87.68,60.5,29.1,66.7,60.78450000000001,D,11.9,No,No,PhD,3,6,6.3
Female,24,Business,83.09,77.83,64.37,73.3,81.45,76.7,73.05,72.65700000000001,C,10.6,Yes,Yes,Bachelor's,1,4,4.8
Female,19,Mathematics,91.36,88.41,59.76,87.88,88.53,81.5,96.46,83.2495,B,19.1,Yes,No,High School,2,4,8.9
Male,20,Mathematics,84.27,97.98,52.85,73.94,94.26,89.2,88.06,79.3045,C,9.9,Yes,Yes,Master's,2,7,5.7
Male,22,CS,76.7,67.28,96.01,86.83,86.84,75.4,53.72,75.689,C,14.5,Yes,No,,3,7,5.0
Female,22,CS,61.85,87.17,92.86,94.01,78.82,56.5,78.91,84.772,B,20.7,No,No,Bachelor's,3,9,4.2
Male,22,CS,87.19,95.02,51.95,94.53,83.66,59.8,65.52,72.43199999999999,C,12.1,Yes,No,High School,1,4,6.5
Female,23,Business,73.67,81.0,61.13,72.73,74.26,32.1,75.42,69.999,D,14.4,Yes,No,High School,1,9,4.2
Male,22,CS,64.74,54.56,85.74,92.97,61.34,17.7,87.15,76.7285,C,14.0,Yes,Yes,PhD,1,4,6.3
Male,22,Business,90.1,76.47,52.51,55.07,94.11,13.1,74.81,65.3675,D,16.5,No,Yes,High School,1,2,8.5
Female,19,Engineering,84.84,98.2,75.49,55.09,76.63,18.2,53.55,66.50399999999999,D,21.9,No,No,Master's,3,7,6.5
Male,18,Mathematics,96.87,99.25,81.99,77.41,79.72,93.4,76.5,82.5885,B,24.6,Yes,Yes,High School,2,9,4.2
Male,18,Mathematics,58.27,78.54,79.24,82.59,99.51,16.4,51.21,70.1135,C,21.6,Yes,Yes,Master's,3,10,5.3
Male,20,Engineering,82.46,93.22,82.38,57.65,99.25,72.4,67.42,76.9965,C,5.7,No,Yes,,3,2,4.2
Male,19,CS,62.21,52.02,82.4,73.61,79.32,18.5,73.9,70.4715,C,27.4,Yes,Yes,Bachelor's,2,6,8.4
Male,22,Business,95.18,54.76,97.89,54.72,51.7,97.5,82.23,75.60849999999999,C,19.5,No,No,,3,6,5.2
Female,18,Business,54.97,97.17,60.79,80.1,69.81,36.7,75.31,73.197,C,28.0,No,Yes,Bachelor's,3,10,4.3
Male,21,Business,82.81,48.11,92.72,92.75,96.86,41.2,57.6,73.33500000000001,C,29.1,Yes,No,,1,3,8.8
Female,21,Mathematics,89.55,51.47,41.31,86.88,64.42,40.5,96.61,68.53,D,16.7,Yes,No,Master's,3,8,6.4
Male,21,CS,67.75,65.23,57.29,68.91,99.96,81.6,82.51,73.27250000000001,C,27.9,Yes,Yes,Bachelor's,3,5,6.0
Male,22,Business,97.71,75.38,42.92,99.69,54.22,21.8,65.85,63.25749999999999,D,14.1,Yes,No,Bachelor's,3,4,8.6
Female,22,Business,92.54,76.23,79.07,83.15,78.41,83.10000000000001,98.3,85.1605,B,11.5,Yes,No,,3,4,6.7
Female,20,Business,64.73,57.52,46.05,90.76,75.77,65.7,94.13,72.8555,C,6.8,No,No,PhD,3,5,5.4
Male,24,Engineering,50.38,95.24,90.74,83.48,62.77,22.0,57.17,74.021,C,16.3,Yes,No,PhD,1,10,8.0
Male,20,Business,64.83,94.91,78.8,99.47,97.43,6.5,82.77,83.756,B,22.2,No,Yes,,1,4,5.4
Female,20,Engineering,64.07,63.52,41.73,91.07,80.96,77.5,78.0,68.99199999999999,D,29.4,Yes,No,High School,2,6,6.2
Female,23,Business,94.5,66.06,82.89,75.97,61.51,21.9,59.64,67.16499999999999,D,18.0,Yes,Yes,,3,8,8.0
Female,21,Business,98.36,82.15,91.72,68.34,69.2,88.9,61.67,75.3695,C,23.4,Yes,Yes,Master's,3,2,8.7
Female,22,Business,53.52,79.78,79.67,84.11,86.06,13.0,78.19,77.214,C,27.4,No,No,Master's,1,7,7.0
Male,21,Engineering,73.56,62.94,41.83,79.51,64.88,61.6,66.06,61.211,D,18.6,No,No,High School,2,6,6.5
Male,20,Business,77.42,64.85,91.48,81.47,93.98,69.2,91.74,85.19800000000001,B,9.2,No,Yes,PhD,3,4,4.4
Male,22,CS,54.65,60.88,83.95,67.15,58.28,65.8,54.89,65.777,D,26.2,Yes,Yes,Master's,1,2,7.1
Male,19,Business,68.87,54.12,62.71,71.44,63.23,31.6,95.7,71.1245,C,19.4,No,No,Master's,1,1,5.6
Male,18,Engineering,65.85,67.49,59.72,77.9,57.24,87.6,92.03,74.45150000000001,C,24.0,No,Yes,Bachelor's,3,8,6.6
Female,18,Engineering,76.8,81.19,68.79,91.96,55.21,77.0,86.93,78.62,C,21.5,No,No,Bachelor's,3,8,7.7
Female,20,CS,83.06,84.52,92.03,88.15,65.02,51.0,63.13,76.899,C,6.5,Yes,Yes,High School,2,9,7.2
Female,24,Mathematics,85.17,86.73,55.12,55.93,99.96,60.3,85.75,73.915,C,9.2,No,Yes,Master's,1,5,4.5
Male,21,CS,56.84,62.48,46.06,62.28,54.72,56.6,71.94,60.113,D,12.2,No,No,,1,9,6.0
Female,19,CS,90.65,85.88,91.88,51.33,60.65,94.7,81.69,78.85849999999999,C,12.1,Yes,Yes,PhD,3,4,5.0
Male,22,Engineering,83.93,40.39,41.58,50.4,63.58,89.60000000000001,65.63,54.540499999999994,F,26.0,No,Yes,High School,3,10,4.8
Male,24,Business,94.45,68.62,94.66,61.22,80.96,23.5,91.79,79.949,C,20.0,Yes,Yes,,1,4,5.1
Male,21,Business,72.47,87.63,58.34,89.97,87.27,26.3,52.03,66.87599999999999,D,7.1,No,No,,2,5,8.6
Female,20,Mathematics,94.69,77.8,70.49,95.24,87.6,98.1,84.57,82.61449999999999,B,14.7,No,No,High School,1,3,7.6
Male,21,Mathematics,93.29,68.44,47.94,69.59,50.43,23.700000000000003,91.43,66.34649999999999,D,18.9,Yes,Yes,High School,2,5,8.5
Male,20,Mathematics,71.92,78.68,94.14,78.16,82.59,95.3,82.32,84.781,B,11.3,No,Yes,Master's,2,5,6.5
Female,23,Mathematics,69.06,94.42,84.99,85.3,81.54,65.0,59.6,77.4895,C,6.0,Yes,Yes,PhD,2,10,4.0
Male,18,CS,96.64,73.98,95.45,97.65,75.88,5.0,64.25,76.72,C,14.5,No,No,Master's,1,4,4.2
Female,24,CS,85.76,87.99,80.99,95.65,68.96,33.6,75.75,79.0945,C,16.5,Yes,Yes,,3,5,4.7
Male,18,Business,96.41,98.84,51.08,52.86,89.87,47.6,66.47,66.833,D,27.6,No,No,Master's,3,5,7.9
Female,21,CS,89.85,82.33,58.5,62.41,67.19,83.3,50.25,62.295,D,27.7,No,Yes,Master's,1,9,5.0
Male,19,Business,80.46,74.4,69.21,52.46,61.5,32.9,52.03,59.7355,F,17.5,Yes,No,PhD,2,1,4.5
Male,22,Business,55.79,42.25,76.44,80.83,65.5,31.1,88.39,72.194,C,16.8,Yes,No,Bachelor's,1,7,8.3
Female,20,Business,64.57,62.47,95.59,85.52,71.98,92.0,54.19,74.15100000000001,C,21.0,No,No,PhD,3,1,5.1
Male,22,Business,98.44,73.93,63.04,65.41,60.7,7.9,96.4,72.046,C,11.5,Yes,Yes,Master's,2,1,6.5
Female,18,Engineering,65.97,87.83,82.18,92.69,80.38,55.2,72.14,80.063,B,12.1,No,No,Bachelor's,1,3,5.7
Male,19,Business,54.66,66.29,97.66,72.64,94.21,50.4,87.91,83.5685,B,5.1,Yes,Yes,,1,5,8.5
Female,19,CS,85.38,97.6,49.14,99.92,79.77,5.699999999999999,56.28,67.059,D,7.0,Yes,Yes,PhD,1,9,7.5
Male,22,CS,86.7,56.31,91.76,50.02,72.33,8.8,96.33,75.4615,C,9.5,Yes,Yes,High School,2,9,6.3
Male,18,CS,64.27,84.67,65.24,55.47,89.84,38.2,51.69,63.732000000000006,D,21.0,Yes,Yes,,2,1,8.3
Male,22,CS,64.88,65.14,83.95,65.09,87.4,13.4,52.11,65.565,D,10.3,No,No,Bachelor's,1,3,7.6
Female,21,Engineering,73.44,69.16,57.61,51.28,68.35,47.8,52.73,57.5125,F,8.1,Yes,No,,3,1,8.0
Female,19,Mathematics,51.09,88.15,60.04,89.12,80.21,60.9,55.17,69.2175,D,20.4,No,No,High School,3,1,8.9
Female,19,Mathematics,89.47,57.77,41.63,52.64,86.49,69.1,74.34,61.375,D,21.3,No,No,High School,2,9,5.0
Female,21,Business,65.85,45.81,98.28,87.45,62.27,54.6,89.41,80.339,B,6.5,No,Yes,PhD,3,2,5.0
Female,18,Business,92.69,71.22,88.81,52.63,68.31,38.0,64.25,68.786,D,24.3,No,No,PhD,1,1,6.8
Male,19,CS,90.13,71.73,45.64,62.64,55.29,13.0,87.29,63.9315,D,20.2,No,No,Master's,2,6,6.7
Male,24,CS,83.07,87.83,99.97,92.06,99.38,24.700000000000003,88.7,89.759,B,14.9,No,Yes,Master's,1,2,8.3
Male,23,Mathematics,66.24,98.1,76.3,97.55,54.29,41.900000000000006,95.41,84.5695,B,29.6,No,Yes,,1,5,4.8
Male,23,Mathematics,75.82,43.32,91.22,70.73,58.43,92.4,57.47,67.6165,D,5.3,Yes,Yes,High School,2,3,6.1
Male,23,CS,72.24,75.5,44.0,98.5,73.99,20.3,56.78,62.547999999999995,D,18.6,No,Yes,,1,10,6.6
Female,20,Business,66.94,80.88,63.37,81.34,93.26,41.3,56.1,68.3965,D,9.0,No,Yes,Bachelor's,3,5,6.3
Male,24,Engineering,92.41,99.15,80.18,70.79,67.79,73.2,67.97,76.36600000000001,C,13.2,No,No,Bachelor's,1,8,4.3
Female,20,Engineering,74.18,96.56,46.39,90.14,88.43,70.5,74.47,74.3115,C,8.3,No,Yes,Master's,1,6,4.7
Male,18,Mathematics,91.64,82.75,69.33,64.77,83.8,96.6,73.08,74.5945,C,21.7,No,No,,3,8,4.8
Female,21,Mathematics,55.26,71.31,66.56,63.29,81.93,19.1,62.85,64.833,D,15.0,Yes,Yes,Bachelor's,2,6,7.0
Female,22,Mathematics,57.05,49.69,52.96,82.83,92.25,1.7000000000000002,81.1,66.75800000000001,D,29.7,Yes,No,Master's,2,4,6.1
Female,24,Engineering,98.87,63.05,58.02,69.52,50.71,32.2,66.91,61.144499999999994,D,21.3,No,Yes,,3,4,4.9
Male,18,Engineering,79.39,75.11,98.03,56.8,96.46,15.0,68.3,75.17999999999999,C,27.9,Yes,No,High School,1,10,7.7
Male,22,CS,75.49,83.51,57.32,53.35,91.46,54.8,55.28,63.32900000000001,D,11.0,No,No,Bachelor's,3,10,8.0
Male,18,Business,76.16,78.12,52.81,89.39,96.89,89.9,79.61,76.396,C,13.0,Yes,Yes,Bachelor's,2,3,5.1
Male,20,Mathematics,60.76,82.85,72.17,83.8,89.68,68.8,82.76,80.276,B,14.1,No,Yes,High School,2,8,7.6
Female,23,CS,85.94,65.75,80.26,70.59,93.93,13.6,87.9,76.959,C,26.0,No,No,Master's,1,10,4.3
Female,21,Engineering,54.24,83.66,83.51,94.81,60.15,11.6,95.2,82.803,B,10.3,Yes,Yes,Bachelor's,3,9,8.3
Female,20,CS,78.67,48.62,85.25,70.54,65.96,91.1,88.3,76.8275,C,28.7,No,Yes,High School,1,8,8.8
Female,21,Engineering,78.54,49.76,42.21,85.51,65.76,48.8,61.79,58.396,F,6.1,Yes,No,Master's,2,9,4.8
Male,24,Business,95.71,49.77,63.63,95.46,55.46,92.4,61.78,66.392,D,27.2,Yes,No,PhD,2,10,7.9
Female,22,Engineering,76.31,93.45,86.44,92.04,86.48,73.60000000000001,95.75,90.4865,A,16.3,Yes,Yes,Master's,1,9,4.5
Male,18,CS,56.85,44.56,94.29,75.56,56.81,99.3,89.51,79.08950000000002,C,18.1,No,No,Bachelor's,1,3,8.8
Female,19,Business,78.64,88.09,76.13,84.03,52.63,87.10000000000001,89.11,81.2015,B,29.9,No,No,Master's,2,4,6.3
Female,19,Engineering,54.57,54.01,43.14,70.68,88.77,41.4,85.99,66.23249999999999,D,26.8,No,Yes,Bachelor's,3,3,6.7
Female,21,Mathematics,60.19,68.11,63.8,82.36,95.23,75.8,63.36,70.8415,C,27.6,No,Yes,Master's,2,5,7.8
